id,text,aspect_term,aspect_category,polarity
,"I would never wait for a table, it's just not that great.",table,anecdotes/miscellaneous,negative
3582,"but, they were too big for the bun.",bun,food,negative
3024,"the first time the sushi was outstanding, the second time it was a little bland.",sushi,food,conflict
,"Go go, hurry up before everyone finds out.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
461,friendly staff that actually lets you enjoy your meal and the company you're with.,meal,service,positive
,Try the green curry !!!,green curry,food,positive
,I had the pad thai and the noodles were sticky.,noodles,food,negative
,If your thai you cannot miss this great restaurant.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,This tiny place in Williamsburg is always pleasantly surprising.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
167,"if just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,Even for folks who eat vegetarians like me there is a lot of variety.,food,food,positive
2494,tuk tuk is my second favorite neighborhood thai place (the first being joya).,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,Try the tandoori salmon!,tandoori salmon,food,positive
2924,"with the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",pepper,food,conflict
1138,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,Grilled Chicken special with Edamame Puree,food,neutral
3087,"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,price,negative
1966,"if you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,anecdotes/miscellaneous,positive
1919,"all in all, i don't see how you can go wrong.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,Try the green curry !!!,green curry,food,positive
616,i highly recommend it.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
3363,we visit at least once a month.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,This place has the best interior I've ever seen in north W'burg and will impress whoever you take there.,place,ambience,positive
,This Thai restaurant is a couple of blocks from Sripraphai (another delicious Thai restaurant).,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
1707,"it is the type of place to run into old friends and have a late, raucus dinner.",dinner,anecdotes/miscellaneous,positive
2122,"the portion sizes here are huge, and the sushi is good.",sushi,food,positive
,I recommend this hotel to anyone for any occasion!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2928,problem is nothing at prune is particularly memorable.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,"We never had any issues with topping up food or tips, and food was delivered quickly, but we live within walking distance of them.",tip,service,positive
3095,"the palak paneer was standard, and i was not a fan of the malai kofta.",malai kofta,food,neutral
,wonderful!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2560,this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery - a wasteland we like to call the sliv.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,came looking for this place because i heard good things.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,The sushi is great too!,sushi,food,positive
,"The dosas are skimpy, unattractive, and dripping with fat, and personally I would drink popcorn topping before eating another one.",popcorn topping,food,negative
1745,"also, because it is so thin, it gets cold very quickly and its not that filling.",food,food,negative
2186,it is by far my favorite restaurant in brooklyn.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,and there is no way out.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
671,"each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",glass noodles,food,neutral
,"All in all, this Midtown gem instantly became one of my favorite sushi restaurants in town.",sushi,anecdotes/miscellaneous,positive
345,the service is awful.,service,service,negative
,recommended.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
178,the waitress was very patient with us and the food is phenomenal!,food,service,positive
1786,the spicy tuna roll is huge and probably the best that i've had at this price range.,price range,price,positive
,"Yes, service can be slow at times.",service,service,negative
812,the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,service,positive
3262,they're terrific!!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"However, they have the most amazing pastrami and the soups were just right.",soups,food,positive
2089,"excellent dumplings served amid clean, chic decor.",decor,ambience,positive
,at 6:30 we were the third party there.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,The soup is pretty good too.,soup,food,positive
1086,you can even get packages of the chutneys to stock your fridge!,chutneys,service,positive
,We started with the salmon and clams (the best I've ever had) and had the cod and trout for dinner.,dinner,food,positive
,Every waitress and customer that passed me bumped into my chair.,waitress,anecdotes/miscellaneous,negative
3243,"hopefully next time, i will save room for dessert.",dessert,food,neutral
,once for dinner and once for brunch.,brunch,anecdotes/miscellaneous,neutral
,We will be back!!!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2245,"i was in love with pongsri on 48th, but compared to suan it is slow in service and overpriced.",service,price,negative
,My host asked for starters for the group and the waiter gave us not only what we ordered but also some other items that were not ordered.,waiter,service,neutral
,"We were well attended by the enthusiastic staff, especially the manager Tony Gaskin, who made excellent suggestions for our menu choices.",menu selections,service,positive
1793,"it took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",check,service,conflict
,You can't go wrong with this place.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2414,"the pad thai, lad nar and various other dishes all look good on paper but, i've had better thai food in less asthetically pleasing places.",thai food,food,conflict
,"go, go, hurry up before everyone finds out.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,Also conveniently located just off Bedford Ave.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,I care more about the food and the ambience.,ambience,ambience,neutral
,we go often.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2152,the bagels are fabulous.,bagels,food,positive
,The funniest restaurant I've ever been to!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,I have to say it's a little pricey for the food because it wasn't as spectacular as the view.,food,price,negative
,"The restaurant is on the small side, but we were lucky enough to get a table quickly.",table,ambience,negative
,big and scratchy outside.,ambience,ambience,negative
277,"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,food,positive
,My fiance took me to Scopa for my birthday last week and I couldn't believe the food.,food,food,positive
,I had pizza both times and the caprese salad starter.,caprese salad appetizer,anecdotes/miscellaneous,neutral
,Some baby pizzas get their wish.,baby pizzas,food,neutral
623,its located in greenewich village.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2237,it just wasn't thai.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,I'm not sure why these other reviewers whine so much.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,"Overall, the ingredients and technique are in place, and I'm encouraged enough to return for lunch or dinner to see if the boldness of the flavor palette improves.",dinner,anecdotes/miscellaneous,positive
1724,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",atmosphere,ambience,positive
